Registro Federal de Establecimientos de Salud

Fecha de creación de la lista: 8 de mayo de 2020 23:40

Filtros aplicados: Tipo de establecimiento: ESTABLECIMIENTO DE SALUD; Tipología: Establecimiento de salud con internación general; 

Código;Nombre;Provincia;Dependencia;Tipología;Localidad;Departamento;Domicilio;CP;Teléfono;Categoría de tipología;Origen de financiamiento;Latitud;Longitud
10060282218531;CENTRO DE ATENCION PRIMARIA DE LA SALUD LOS PINOS;Buenos Aires;Municipal;ESCIG;MINISTRO RIVADAVIA;ALMIRANTE BROWN;Cobian 215;1852;null;Bajo riesgo con internación simple;Público;null;null
10063572304421;CENTRO DE CIRUGIA PLASTICA;Buenos Aires;Privado;ESCIG;MAR DEL PLATA;GENERAL PUEYRREDÓN;Balcarce 3501;7600;null;Bajo riesgo con internación simple;Privado;-37.989951;-57.55214390000003
10064342316425;CENTRO DE DIAGNOSTICO LANUS;Buenos Aires;Privado;ESCIG;GERLI;LANÚS;Doctor Domingo Nicanor Basavilbaso 1859;1823;null;Bajo riesgo con internación simple;Privado;-34.6927036;-58.36685239999997
10067632316017;CENTRO DE INTERNACION DOMICILIARIA MUDEMED;Buenos Aires;Privado;ESCIG;SAN NICOLAS DE LOS ARROYOS;SAN NICOLÁS;Leandro N. Alem 83;2900;null;Bajo riesgo con internación simple;Privado;-33.3299061;-60.2129774
10065322304658;CENTRO DE INVESTIGACION BIOQUIMICA SA CIBSA;Buenos Aires;Privado;ESCIG;MERCEDES;MERCEDES;Calle 29 353;6600;null;Bajo riesgo con internación simple;Privado;-34.65376699999999;-59.43300399999998
10340142147603;CENTRO DE REFERENCIA HOSPITAL DE GRAN GUARDIA;Formosa;Provincial;ESCIG;GRAN GUARDIA;FORMOSA;GRAN GUARDIA;3604;null;Bajo riesgo con internación simple;Público;-25.861849560664147;-58.88465881347656
10340562147609;CENTRO DE REFERENCIA HOSPITAL DE PALO SANTO;Formosa;Provincial;ESCIG;PALO SANTO;PIRANÉ;LOCALIDAD DE PALO SANTO;3608;null;Bajo riesgo con internación simple;Público;-25.55761916545375;-59.32797431945801
10340562147061;CENTRO DE REFERENCIA HOSPITAL PROVINCIAL VILLA DOS TRECE;Formosa;Provincial;ESCIG;VILLA KILOMETRO 213;PIRANÉ;S/NOMBRE S/N;3603;null;Bajo riesgo con internación simple;Público;-26.18809909773477;-59.36084747314453
10340562147449;CENTRO DE REFERENCIA HOSPITAL VILLAFAÑE DR. JUSTO PASTOR MONGELOS;Formosa;Provincial;ESCIG;COLONIA CAMPO VILLAFAÑE;PIRANÉ;MAYOR EDMUNDO VILLAFAÑA;3601;null;Bajo riesgo con internación simple;Público;-26.207814593239636;-59.05975341796875
10340352147309;CENTRO DE SALUD  GUADALCAZAR;Formosa;Provincial;ESCIG;POSTA CAMBIO ZALAZAR;PATIÑO;GUADALCAZAR;3632;null;Bajo riesgo con internación simple;Público;-23.785344805941214;-61.082611083984375
10661262173000;CENTRO DE SALUD AGUAS BLANCAS;Salta;Provincial;ESCIG;AGUAS BLANCAS;ORÁN;Pje. Gral. Oliva esq. 1 de Mayo - Aguas Blancas;4531;03878-495011;Bajo riesgo con internación simple;Público;-22.73440015839888;-64.35424089431763
10181612139001;CENTRO DE SALUD CHAVARRIA;Corrientes;Provincial;ESCIG;CHAVARRIA;SAN ROQUE;CAAGUAZU Y AV. INDEPENDENCIA;3474;03773-491035;Bajo riesgo con internación simple;Público;-28.96249180185517;-58.580474853515625
10700562377001;CENTRO DE SALUD CON INTERNACION DE DIA DE MINAS ARGENTINAS S.A.;San Juan;Privado;ESCIG;HUACO;JÁCHAL;RUTA NACIONAL Nº 40 QUEBRADA DE VARELA;5460;02647-420231;Bajo riesgo con internación simple;Privado;-30.128499916692782;-68.47143173217773
10660562173001;CENTRO DE SALUD DRAGONES;Salta;Provincial;ESCIG;DRAGONES;GRL. JOSÉ DE SAN MARTÍN;Calle S/Nombre Dragones;4554;null;Bajo riesgo con internación simple;Público;-23.24883119248137;-63.33990330811503
10101052324585;CENTRO DE SALUD FIAMBALA;Catamarca;Privado;ESCIG;FIAMBALA;TINOGASTA;Jorge de Pino Esquina San Martin;5345;null;Bajo riesgo con internación simple;Privado;-27.690444357200775;-67.6223087310791
10821192184159;CENTRO DE SALUD FRAY LUIS BELTRAN;Santa Fe;Municipal;ESCIG;FRAY LUIS BELTRAN;SAN LORENZO;Pte. Perón 400;2156;0341-4916581;Bajo riesgo con internación simple;Público;-32.7936917350798;-60.72824835777283
10181682139002;CENTRO DE SALUD GARRUCHOS;Corrientes;Provincial;ESCIG;GARRUCHOS;SANTO TOMÉ;SAN MARTIN S/N - BARRIO 30 DE OCTUBRE;3351;03756-481651;Bajo riesgo con internación simple;Público;-28.174020269816666;-55.65244674682617
10660702173002;CENTRO DE SALUD ISLA DE CAÑAS - DR. MIGUEL RAGONE;Salta;Provincial;ESCIG;ISLA DE CAÑAS;IRUYA;Calle S/Nombre ISLA DE CAÑAS;4425;null;Bajo riesgo con internación simple;Público;-22.900013943693004;-64.66457928501768
10661612173003;CENTRO DE SALUD LOS TOLDOS;Salta;Provincial;ESCIG;LOS TOLDOS;SANTA VICTORIA;Los Toldos;4531;(03878)401989;Bajo riesgo con internación simple;Público;-22.279231399941523;-64.69849210238863
10140422231000;CENTRO DE SALUD MUNICIPAL DR. JOSE A. COROLEU DE ETRURIA;Córdoba;Municipal;ESCIG;ETRURIA;GENERAL SAN MARTÍN;JUAN BOSCHETTI 385;2681;0353-4929506;Bajo riesgo con internación simple;Público;-32.93932;-63.24363800000003
10140422231002;CENTRO DE SALUD MUNICIPAL JACINTO CELEBRE BOSCO;Córdoba;Municipal;ESCIG;LA LAGUNA;GENERAL SAN MARTÍN;DORREGO 204;5905;0353-4880099;Bajo riesgo con internación simple;Público;-32.803472;-63.24709999999999
10067562300081;CENTRO DE SALUD NORTE;Buenos Aires;Privado;ESCIG;VILLA ADELINA;SAN ISIDRO;Gervasio Mendez 3952;1607;(011) 4766-9027;Alto riesgo con terapia intensiva;Privado;-34.51948148189232;-58.53614330291748
10068612300007;CENTRO DE SALUD NORTE;Buenos Aires;Privado;ESCIG;VILLA ADELINA;VICENTE LÓPEZ;Gervacio Mendez 3968;1607;(011) 4756440;Alto riesgo con terapia intensiva;Privado;-34.5183903;-58.5374491
10180492139003;CENTRO DE SALUD PUEBLO LIBERTADOR;Corrientes;Provincial;ESCIG;ESQUINA;ESQUINA;Galileo Mancini entre san Lorenzo y Leconte;3196;null;Bajo riesgo con internación simple;Público;-30.21665182811734;-59.383506774902344
10181262139004;CENTRO DE SALUD SAN LORENZO;Corrientes;Provincial;ESCIG;SAN LORENZO;SALADAS;25 DE MAYO S/N ENTRE SARMIENTO y JUANA R. DE JARA;3416;03782-420087;Bajo riesgo con internación simple;Público;-28.13618294983049;-58.759002685546875
10861612392075;CENTRO DE SALUD VICTORIA S.R.L.;Santiago del Estero;Privado;ESCIG;FERNANDEZ;ROBLES;Remedios de Escalada;4322;0385-4911435;Alto riesgo con terapia intensiva;Privado;-27.9263834;-63.89614740000002
10067562316331;CENTRO DE TRAUMATOLOGIA Y ORTOPEDIA;Buenos Aires;Privado;ESCIG;SAN ISIDRO;SAN ISIDRO;Avenida del Libertador General San Martín 16664;1642;011 4743-1425;Bajo riesgo con internación simple;Privado;-34.6908607;-58.582018500000004
10020012315175;CENTRO GALLEGO DE BUENOS AIRES;CABA;Privado;ESCIG;BALVANERA;COMUNA 3;Avenida Belgrano 2199;1094;(011) 4127-1000;Alto riesgo con terapia intensiva;Privado;-34.614279029238546;-58.39808464050293
10140142334136;CENTRO INTEGRAL DE GINECOLOGIA OBSTETRICIA Y REPRODUCCION CIGOR;Córdoba;Privado;ESCIG;CORDOBA;CAPITAL;Boulevard Chacabuco 1089;5000;0351-4694466;Bajo riesgo con internación simple;Privado;-31.4297664;-64.18512529999998
12700282377031;CENTRO INTEGRAL DE LA MUJER Y EL NIÑO CIMYN;San Juan;Privado;ESCIG;SAN JUAN;CAPITAL;CATAMARCA -SUR- 417;5400;0264-4221201;Alto riesgo con terapia intensiva especializada;Privado;-31.539429;-68.52990699999998
10860352193408;CENTRO INTEGRAL DE SALUD BANDA DR RICARDO ABDALA (CIS BANDA);Santiago del Estero;Provincial;ESCIG;LA BANDA;BANDA;Avenida San Martín 449;4300;0385-15496930;Alto riesgo con terapia intensiva;Público;-27.7335771;-64.2358868
10861472192056;CENTRO INTEGRAL DE SALUD TERMAS DE RIO HONDO - CISRH;Santiago del Estero;Provincial;ESCIG;TERMAS DE RIO HONDO;RÍO HONDO;BELGRANO 840;4306;03858-421578;Alto riesgo con terapia intensiva;Público;-27.4951174;-64.86888820000001
10060212304662;CENTRO MEDICO ALBERTI DE DIAGNOSTICO Y CIRUGIA DE CORTA ESTADIA;Buenos Aires;Privado;ESCIG;ALBERTI;ALBERTI;Rivadavia 68;6634;2346-471800;Alto riesgo con terapia intensiva;Privado;-35.034225;-60.279809
10065682300009;CENTRO MEDICO ALCORTA;Buenos Aires;Privado;ESCIG;HAEDO;MORÓN;Gobernador Emilio Castro 729;1706;null;Mediano riesgo con internación con cuidados especiales;Privado;-34.6514426;-58.5949971
10540282364514;CENTRO MEDICO BUENOS AIRES (CEMEBA);Misiones;Privado;ESCIG;POSADAS (MUNICIPIO DE POSADAS);CAPITAL;Buenos Aires 1935;3300;(03764 42-0400;Alto riesgo con terapia intensiva;Privado;-27.368359;-55.89262439999999
10140142135177;CENTRO MEDICO COMPLEJO CARCELARIO N°1 REVERENDO PADRE LUCHESSE;Córdoba;Provincial;ESCIG;CORDOBA;CAPITAL;Ruta Nacional 36 Km 797;5000;351-434 2613;Bajo riesgo con internación simple;Público;-31.465501;-64.2027812
10064412300010;CENTRO MEDICO COMUNITARIO SA SAMECOM;Buenos Aires;Privado;ESCIG;LISANDRO OLMOS;LA PLATA;Calle 44 Nº 5081 (Entre 196 y 197);1901;0221-4963111;Bajo riesgo con internación simple;Privado;-34.99509361012297;-58.047852516174316
10300842342004;CENTRO MEDICO CRESPO S.R.L.;Entre Ríos;Privado;ESCIG;CRESPO;PARANÁ;Ramírez 1325;3116;(0343) 495-1644;null;Privado;-32.249974455863295;-58.974609375
10540982364498;CENTRO MEDICO GOBERNADOR ROCA;Misiones;Privado;ESCIG;GOBERNADOR ROCA;SAN IGNACIO;Avenida Belgrano 1385;3324;null;Bajo riesgo con internación simple;Privado;-27.2634951;-55.53066159999997
10700282378024;CENTRO MEDICO GUADALUPE;San Juan;Privado;ESCIG;SAN JUAN;CAPITAL;Matías Zavalla Norte 402;5400;0264-4262090;Bajo riesgo con internación simple;Privado;-31.5293411;-68.54916400000002
10020012315178;CENTRO MEDICO INTEGRAL CLINICA LOPEZ;CABA;Privado;ESCIG;BALVANERA;COMUNA 3;Avenida Belgrano 1844;1094;(011) 4383-5145;Alto riesgo con terapia intensiva;Privado;-34.614031795126174;-58.39237689971924
10020012315179;CENTRO MEDICO INTEGRAL FITZ ROY;CABA;Privado;ESCIG;VILLA CRESPO;COMUNA 15;Acevedo 865;1414;(011) 4777-4800;Alto riesgo con terapia intensiva;Privado;-34.59493956643697;-58.43559265136719
10540702364452;CENTRO MEDICO INTEGRAL S.H.;Misiones;Privado;ESCIG;LEANDRO N. ALEM;LEANDRO N. ALEM;Rivadavia 610;3315;(03754) 42-0359;Alto riesgo con terapia intensiva;Privado;-27.6073034;-55.3287689
10140982331084;CENTRO MEDICO PRIVADO NAZARETH;Córdoba;Privado;ESCIG;VICUÑA MACKENNA;RÍO CUARTO;AVENIDA RICARDO RISATTI 504;6140;03583-420046;Bajo riesgo con internación simple;Privado;-33.916998;-64.391573
10140562334400;CENTRO MEDICO QUIRURGICO PRIVADO ZONAL MAYO;Córdoba;Privado;ESCIG;GENERAL CABRERA;JUÁREZ CELMAN;20 de Septiembre;5809;0358-4930311;Bajo riesgo con internación simple;Privado;-32.8128876;-63.87142699999998
10180212339005;CENTRO MEDICO SA;Corrientes;Privado;ESCIG;CORRIENTES;CAPITAL;3 DE ABRIL 869;3400;0379-435122;Alto riesgo con terapia intensiva;Privado;-27.4748358;-58.83994790000003
10860632392000;CENTRO MEDICO SAN LUIS S.R.L.;Santiago del Estero;Privado;ESCIG;FRIAS;CHOYA;SAN MARTIN SUR 50;4230;03854-421208;Alto riesgo con terapia intensiva;Privado;-28.6383201;-65.1308343
10060582305269;CENTRO MEDICO SAN MARTIN;Buenos Aires;Privado;ESCIG;EZPELETA;QUILMES;Avenida San Martín 5537;1882;null;Alto riesgo con terapia intensiva;Privado;-34.75310280000001;-58.232042999999976
10068052300013;CENTRO MEDICO TALAR;Buenos Aires;Privado;ESCIG;GENERAL PACHECO;TIGRE;Ruta 197 y Panamericana;1617;(011) 4740-0577;Alto riesgo con terapia intensiva;Privado;-34.47594933413114;-58.66376280784607
10068332200014;CENTRO MUNICIPAL DE SALUD DEL PARTIDO DE TRES ARROYOS (EX HOGAR DR. IGNACIO PIROVANO);Buenos Aires;Municipal;ESCIG;TRES ARROYOS;TRES ARROYOS;Primera Junta 400;7500;(02983) 433160/9400;Alto riesgo con terapia intensiva;Público;-38.3721228;-60.26229820000003
50300702142223;CENTRO PEDIATRICO SANTA ELENA;Entre Ríos;Provincial;ESCIG;SANTA ELENA;LA PAZ;AVENIDA PRESIDENTE PERON 675;3192;null;Mediano riesgo con internación con cuidados especiales;Público;-32.38327;-59.79492010000001
10140142334320;CENTRO PRIVADO DE CIRUGIA PLASTICA DR. RAFAEL CINELLI;Córdoba;Privado;ESCIG;CORDOBA;CAPITAL;MANUEL PIZARRO 2072;5000;0351-4812726;Bajo riesgo con internación simple;Privado;-31.365244;-64.236201
10900212396882;CENTRO QUIRURGICO LA CIBELES;Tucumán;Privado;ESCIG;CONCEPCION;CHICLIGASTA;NASIF ESTEFANO 411;4146;(03865) 42-1433;Bajo riesgo con internación simple;Privado;-27.3497212;-65.59414049999998
10064272300015;CENTRO QUIRURGICO RAMOS;Buenos Aires;Privado;ESCIG;RAMOS MEJIA;LA MATANZA;25 de mayo 1001/09;1704;null;Bajo riesgo con internación simple;Privado;-34.656116;-58.566273000000024
10340492147662;CENTRO REFERENCIAL HOSPITAL CLORINDA;Formosa;Provincial;ESCIG;CLORINDA;PILCOMAYO;CLORINDA;3610;null;Bajo riesgo con internación simple;Público;-25.286945429161566;-57.720942199230194
10064082305929;CENTRO REHABILITACION SAN JUAN DE DIOS;Buenos Aires;Privado;ESCIG;HURLINGHAM;HURLINGHAM;General Pedro Díaz 3366;1686;null;Bajo riesgo con internación simple;Privado;-34.5891346;-58.667412799999966
10062242318088;CHIVILCOY SIDI - (CENTRO DE INTERNACION DOMICILIARIA);Buenos Aires;Privado;ESCIG;CHIVILCOY;CHIVILCOY;Chacabuco 96;6620;null;Alto riesgo con terapia intensiva;Privado;-34.8994975;-60.01878620000002
10067352218607;CIC SALUD;Buenos Aires;Municipal;ESCIG;SAN ANTONIO DE ARECO;SAN ANTONIO DE ARECO;ALBERDI 768;2760;null;Mediano riesgo con internación con cuidados especiales;Público;null;null
10020012315195;CLIMEDICA;CABA;Privado;ESCIG;SAN CRISTOBAL;COMUNA 3;Saavedra 1039;1229;(011) 4943-0183;Mediano riesgo con internación con cuidados especiales;Privado;-34.621642736256014;-58.40160369873047
10660282374244;CLINICA   MARIA DE URKUPIÑA;Salta;Privado;ESCIG;SALTA;CAPITAL;AMEGHINO 1064;4400;0387-4384363;Alto riesgo con terapia intensiva;Privado;-24.7768991;-65.41602610000001
10141612331273;CLINICA  PRIVADA HERNANDO S.R.L;Córdoba;Privado;ESCIG;HERNANDO;TERCERO ARRIBA;ITALIA 402;5929;0353-4960319;Mediano riesgo con internación con cuidados especiales;Privado;-32.426275;-63.73096499999997
10063572300196;CLINICA 25 DE MAYO;Buenos Aires;Privado;ESCIG;MAR DEL PLATA;GENERAL PUEYRREDÓN;25 de Mayo 3542;7600;(0223) 4743453;Alto riesgo con terapia intensiva;Privado;-37.9929897;-57.5552088
10820422386273;CLINICA 25 DE SEPTIEMBRE;Santa Fe;Privado;ESCIG;FIRMAT;GENERAL LÓPEZ;25 DE MAYO 750;2630;null;Bajo riesgo con internación simple;Privado;-33.461117786680276;-61.49301052093506
10820562384067;CLINICA 9 DE JULIO  (TOTORAS);Santa Fe;Privado;ESCIG;TOTORAS;IRIONDO;9 DE JULIO 1223;2144;03476- 461207;Bajo riesgo con internación simple;Privado;-32.58733198067875;-61.168259382247925
10540772364459;CLINICA 9 DE JULIO S.R.L;Misiones;Privado;ESCIG;PUERTO RICO;LIBERTADOR GRL. SAN MARTÍN;Avenida 9 de Julio;3334;(03743) 42-0934;Bajo riesgo con internación simple;Privado;-26.8141316;-55.021444599999995
10661122373020;CLINICA 9 DE JULIO SA;Salta;Privado;ESCIG;METAN VIEJO;METÁN;Arenales 56;4434;03876-420353;Alto riesgo con terapia intensiva;Privado;-25.500519807013788;-64.97303187847137
50020012316714;CLINICA A.M.E.B.P.B.A.  ASOCIACION MUTUALISTA DE EMPLEADOS DEL BANCO DE LA PROVINCIA DE BUENOS AIRES;CABA;Privado;ESCIG;BALVANERA;COMUNA 3;Bartolomé Mitre 2040;C1039AAN;(011) 4013-6400;Alto riesgo con terapia intensiva;Privado;-34.608133277260336;-58.39563846588135
10340142347000;CLINICA ABRUZZO;Formosa;Privado;ESCIG;FORMOSA;FORMOSA;BELGRANO 450;3600;03704-421711;Bajo riesgo con internación simple;Privado;-26.1785523;-58.16665290000003
10820842384005;CLINICA ACEBAL;Santa Fe;Privado;ESCIG;ACEBAL;ROSARIO;ACEBAL 591;2109;03469 - 420274;Bajo riesgo con internación simple;Privado;-33.24005598146096;-60.83604097366333
10020012315184;CLINICA ADVENTISTA BELGRANO;CABA;Privado;ESCIG;AGRONOMIA;COMUNA 15;Estomba 1710;1430;(011) 4555-1444;Alto riesgo con terapia intensiva;Privado;-34.574146829749665;-58.46827268600464
10068052300062;CLINICA AIRES DE PACHECO;Buenos Aires;Privado;ESCIG;LOS TRONCOS DEL TALAR;TIGRE;Avenida Hipólito Yrigoyen 2270;1648;(011) 4740-7014;Mediano riesgo con internación con cuidados especiales;Privado;-34.4483009;-58.56451579999998
10660492373005;CLINICA ALEM;Salta;Privado;ESCIG;GENERAL GUEMES;GENERAL GÜEMES;LEANDRO N. ALEM 442;4432;0387 - 4912871;Alto riesgo con terapia intensiva;Privado;-24.6723881;-65.04532649999999
10020032718937;CLINICA AMEBPBA;CABA;Obra social;ESCIG;BALVANERA;COMUNA 3;bartolome mitre 2040;1039;0810-222-6888;Alto riesgo con terapia intensiva;Privado;-34.6083667;-58.39556240000002
10460422355001;CLINICA AMILAR;La Rioja;Privado;ESCIG;SAN MIGUEL;CHILECITO ;TIMOTEO GORDILLO 288;5360;03825-424321;Bajo riesgo con internación simple;Privado;-29.163154;-67.48925170000001
10067562300018;CLINICA ANGELUS;Buenos Aires;Privado;ESCIG;VILLA ADELINA;SAN ISIDRO;Avenida Fondo de la Legua 390;1642;(011) 4735-0315;Bajo riesgo con internación simple;Privado;-34.49709870648759;-58.54591727256775
10541192364414;CLINICA APTM -MUTUAL-;Misiones;Privado;ESCIG;25 DE MAYO;25 DE MAYO;Av. San Martín S/N;3363;null;Bajo riesgo con internación simple;Privado;-27.3771896;-54.743454
10340492347001;CLINICA ARGENTINA SRL;Formosa;Privado;ESCIG;CLORINDA;PILCOMAYO;12 DE OCTUBRE 1270;3610;(03718) 422145;Alto riesgo con terapia intensiva;Privado;-25.2888314;-57.71567640000001
10421052353000;CLINICA ARGENTINA SRL;La Pampa;Privado;ESCIG;GENERAL PICO;MARACÓ;AV SAN MARTIN 740;6360;02302-422060;Alto riesgo con terapia intensiva;Privado;-35.92464453144098;-63.6767578125
10500982357002;CLINICA ATENEO.-;Mendoza;Privado;ESCIG;CIUDAD DE SAN MARTIN;SAN MARTÍN;BAILÉN 80;5570;0263 - 420176;Mediano riesgo con internación con cuidados especiales;Privado;-33.085362;-68.47545070000001
10820492386267;CLINICA AVELLANEDA;Santa Fe;Privado;ESCIG;AVELLANEDA;GENERAL OBLIGADO;SAN MARTIN 870;3561;03482-482100;Bajo riesgo con internación simple;Privado;-29.118050704639252;-59.65429186820984
10060352305164;CLINICA AVELLANEDA MEDICAL CENTER;Buenos Aires;Privado;ESCIG;AVELLANEDA;AVELLANEDA;Juan B. Palaá 325;1870;null;Alto riesgo con terapia intensiva;Privado;-34.6612997;-58.37056630000001
10820702384219;CLINICA AVENIDA;Santa Fe;Privado;ESCIG;ESPERANZA;LAS COLONIAS;Avenida Córdoba 2058;3080;03496-421251;Alto riesgo con terapia intensiva;Privado;-31.447567036046664;-60.93555897474289
10380632350001;CLINICA AVENIDA S.R.L.;Jujuy;Privado;ESCIG;SAN PEDRO;SAN PEDRO;WALTERIO LEACH  418;4605;03888-420233;Bajo riesgo con internación simple;Privado;-24.23097019351;-64.86282516310001
10020012315185;CLINICA BAZTERRICA S.A.;CABA;Privado;ESCIG;RECOLETA;COMUNA 2;Billinghurst 2072 (esquina Juncal);1425;(011) 4821-1600;Alto riesgo con terapia intensiva;Privado;-34.587043532339834;-58.40761184692383
10064412315037;CLINICA BELGRANO;Buenos Aires;Privado;ESCIG;LA PLATA;LA PLATA;Calle 4 1074;1900;0221-4220566;Alto riesgo con terapia intensiva;Privado;-34.9141961;-57.94373200000001
10180072339008;CLINICA BELLA VISTA;Corrientes;Privado;ESCIG;BELLA VISTA;BELLA VISTA;CATAMARCA 751;3432;03722-451321;Alto riesgo con terapia intensiva;Privado;-28.509145;-59.03874250000001
10221542326000;CLINICA BENEGAS;Chaco;Privado;ESCIG;COLONIAS UNIDAS;SARGENTO CABRAL;COMANDANTE FONTANA SIN NUMERO;3515;(03725)- 49-6236;Alto riesgo con terapia intensiva;Privado;-26.697958;-59.63549499999999
10067602305056;CLINICA BESSONE;Buenos Aires;Privado;ESCIG;SAN MIGUEL;SAN MIGUEL;Paunero 1652;1663;(011) 46672040;Alto riesgo con terapia intensiva;Privado;-34.5289453;-58.72860609999998
10300352342607;CLINICA BIO-MEDICA S.R.L.;Entre Ríos;Privado;ESCIG;FEDERAL;FEDERAL;ANTELO Y ANDERSON;3180;03454422340;Bajo riesgo con internación simple;Privado;-30.95642103329813;-58.78172875301061
